District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Palghar,Laterite,Vegetables,103.0,75.2,50.8,2.7,16.5,5.5,7.6,28.9,Post-Monsoon,NPK 12:32:16
Latur,Sandy,Bajra,111.1,44.5,49.7,3.4,11.8,6.4,8.3,34.4,Dry,Organic Compost
Dhule,Red,Vegetables,120.9,55.0,48.6,3.1,16.7,5.7,9.7,27.8,Winter,NPK 19:19:19
Jalgaon,Black,Grapes,152.8,62.7,55.6,2.6,20.7,7.1,5.8,30.7,Moderate Rainfall,NPK 19:19:19
Jalna,Black,Sunflower,83.0,42.5,57.3,3.7,18.8,8.2,19.8,29.6,Summer,DAP
Akola,Clay,Wheat,35.7,78.3,42.0,2.9,23.8,6.4,4.0,29.8,Winter,DAP
Ratnagiri,Sandy,Vegetables,150.2,63.5,61.2,4.5,10.5,6.2,3.1,28.3,Post-Monsoon,NPK 12:32:16
Osmanabad,Sandy,Bajra,134.2,56.2,44.5,2.8,10.2,6.6,16.9,28.2,Semi-Arid,DAP
Gondia,Clay,Soybean,40.6,68.7,45.6,4.5,22.8,6.7,3.4,25.0,Monsoon,NPK 12:32:16
Gadchiroli,Black,Soybean,21.5,68.8,42.2,3.8,23.6,8.0,3.6,28.5,Post-Monsoon,NPK 12:32:16
Pune,Alluvial,Cotton,265.1,94.4,177.3,11.9,33.6,6.9,5.6,25.4,Post-Monsoon,NPK 19:19:19
Bhandara,Clay,Chickpea,104.4,68.6,55.9,3.4,19.4,8.1,4.4,26.7,Winter,Urea
Akola,Black,Chickpea,119.8,42.4,53.1,3.9,18.8,7.7,7.7,32.8,Post-Monsoon,DAP
Sangli,Red,Cotton,211.7,131.0,188.0,9.2,33.9,6.4,5.1,33.3,Post-Monsoon,NPK 19:19:19
Washim,Black,Wheat,111.4,32.0,49.1,2.7,20.5,8.0,3.9,26.4,Moderate Rainfall,NPK 19:19:19
Buldhana,Black,Cotton,94.1,35.1,54.1,2.5,28.6,7.9,6.4,34.2,Post-Monsoon,DAP
Thane,Sandy,Coconut,116.0,68.5,88.9,4.9,26.8,7.4,4.7,33.4,Heavy Rainfall,DAP
Parbhani,Black,Safflower,66.1,56.4,65.3,3.8,22.8,7.8,9.6,35.0,Semi-Arid,Ammonium Sulphate
Buldhana,Clay,Chickpea,31.1,80.5,61.4,3.9,20.5,7.8,13.2,36.5,Winter,DAP
Nashik,Black,Grapes,145.2,65.0,120.8,11.1,25.0,8.5,5.3,28.9,Moderate Rainfall,Organic Compost
Nagpur,Clay,Wheat,102.9,48.7,45.8,3.8,20.8,6.7,6.9,32.9,Moderate Rainfall,Urea
Jalna,Black,Cotton,97.0,61.6,53.5,3.9,20.8,7.3,19.3,26.7,Post-Monsoon,Complex Fertilizer
Mumbai Suburban,Sandy,Coconut,113.5,72.9,120.1,3.7,28.9,6.7,6.2,28.7,Humid,NPK 12:32:16
Buldhana,Clay,Wheat,92.2,63.5,59.5,5.1,20.6,7.4,11.0,33.0,Moderate Rainfall,NPK 12:32:16
Sindhudurg,Red,Vegetables,138.7,70.5,63.5,6.6,15.2,6.5,5.3,34.5,Post-Monsoon,DAP
Yavatmal,Black,Wheat,111.0,35.2,52.8,2.9,27.9,8.3,9.2,30.4,Winter,Complex Fertilizer
Chandrapur,Red,Cotton,125.6,58.3,68.0,2.6,16.5,6.8,8.1,33.8,Post-Monsoon,NPK 12:32:16
Chandrapur,Clay,Chickpea,93.9,53.5,45.5,5.7,16.9,7.3,3.5,29.6,Post-Monsoon,DAP
Akola,Red,Cotton,45.2,95.6,55.5,3.4,19.1,5.9,10.0,25.0,Moderate Rainfall,NPK 12:32:16
Kolhapur,Red,Vegetables,110.2,64.0,49.6,3.9,20.0,5.7,6.7,30.8,Post-Monsoon,MOP
Mumbai Suburban,Red,Mango,108.4,61.6,68.5,4.3,10.9,6.6,4.6,30.8,Heavy Rainfall,NPK 12:32:16
Mumbai City,Laterite,Rice,128.7,79.9,54.4,4.1,18.2,6.2,2.0,30.7,Humid,DAP
Solapur,Red,Cotton,135.0,84.1,55.6,3.9,23.6,6.3,5.3,28.5,Semi-Arid,NPK 19:19:19
Solapur,Black,Wheat,106.8,43.0,58.1,6.2,21.6,7.9,9.7,30.1,Post-Monsoon,DAP
Dhule,Red,Vegetables,123.0,46.5,36.9,2.7,17.9,5.7,9.5,28.7,Winter,NPK 19:19:19
Satara,Black,Soybean,274.3,95.9,195.8,5.8,33.1,7.9,6.6,26.2,Post-Monsoon,Complex Fertilizer
Mumbai City,Sandy,Coconut,164.3,87.8,98.5,3.4,18.7,7.0,3.3,26.1,Humid,Organic Compost
Thane,Red,Rice,93.6,60.9,56.1,5.5,18.4,6.7,6.3,26.4,Heavy Rainfall,DAP
Akola,Clay,Rice,31.8,75.5,32.5,3.8,25.8,7.6,8.5,32.8,Monsoon,NPK 12:32:16
Mumbai Suburban,Red,Mango,135.1,64.6,47.6,4.2,9.7,7.1,3.5,29.7,Heavy Rainfall,NPK 12:32:16
Wardha,Black,Sorghum,98.6,52.8,43.4,5.8,17.1,7.2,5.0,27.4,Post-Monsoon,Urea
Gondia,Black,Wheat,95.4,51.9,64.6,4.2,21.1,7.9,3.6,29.6,Moderate Rainfall,NPK 12:32:16
Bhandara,Clay,Chickpea,106.9,50.3,53.8,4.3,18.8,6.2,11.1,30.4,Post-Monsoon,NPK 12:32:16
Solapur,Red,Vegetables,135.3,73.2,52.0,3.1,20.8,6.8,11.5,30.1,Winter,Complex Fertilizer
Hingoli,Sandy,Bajra,80.6,33.1,33.2,3.8,12.3,6.4,13.0,35.1,Dry,MOP
Jalna,Sandy,Bajra,109.2,34.9,45.2,2.6,12.0,6.3,13.2,27.0,Dry,Urea
Chandrapur,Black,Cotton,95.0,44.1,48.0,2.8,16.4,7.9,8.2,29.8,Post-Monsoon,Complex Fertilizer
Solapur,Black,Wheat,108.3,58.0,65.7,5.0,17.8,8.5,12.5,34.3,Moderate Rainfall,DAP
Nandurbar,Alluvial,Wheat,164.1,42.5,52.5,2.8,14.2,7.7,10.2,32.0,Post-Monsoon,NPK 19:19:19
Osmanabad,Red,Cotton,129.9,78.9,42.6,3.0,19.5,6.7,10.5,26.9,Post-Monsoon,Urea
Parbhani,Black,Chickpea,31.8,69.0,56.4,5.3,28.2,8.1,8.7,36.1,Post-Monsoon,DAP
Pune,Black,Wheat,172.2,126.3,167.0,5.3,29.4,7.5,3.2,35.0,Moderate Rainfall,DAP
Hingoli,Black,Safflower,118.4,57.5,62.1,5.8,23.0,7.6,9.8,32.6,Dry,DAP
Wardha,Black,Cotton,124.3,48.1,40.9,6.3,16.7,7.2,4.7,27.9,Post-Monsoon,Urea
Jalna,Black,Sorghum,99.5,56.5,50.9,4.9,12.0,7.6,16.4,27.4,Semi-Arid,Organic Compost
Hingoli,Black,Sorghum,138.5,43.0,66.6,5.9,14.9,7.5,14.5,34.1,Post-Monsoon,Complex Fertilizer
Akola,Clay,Cotton,34.4,60.9,41.0,4.0,21.1,7.3,10.5,29.0,Monsoon,NPK 12:32:16
Sindhudurg,Sandy,Coconut,865.7,378.3,1567.0,8.2,22.7,7.3,5.3,26.4,Monsoon,NPK 12:32:16
Solapur,Sandy,Vegetables,115.9,54.7,60.8,4.1,19.0,6.5,6.2,34.0,Post-Monsoon,NPK 12:32:16
Washim,Red,Cotton,228.4,132.5,211.1,9.0,25.6,5.9,10.1,28.9,Post-Monsoon,Complex Fertilizer
Yavatmal,Clay,Chickpea,33.8,84.3,41.5,5.1,26.3,7.7,5.1,26.8,Winter,NPK 12:32:16
Gondia,Black,Chickpea,28.0,88.4,52.0,3.6,15.5,7.1,11.5,25.0,Winter,Superphosphate
Thane,Red,Rice,104.8,48.3,47.4,4.4,19.1,6.7,5.1,25.0,Heavy Rainfall,DAP
Raigad,Laterite,Vegetables,688.0,648.3,1302.7,8.9,46.4,5.6,6.2,27.4,Post-Monsoon,DAP
Buldhana,Black,Chickpea,153.3,46.5,61.4,6.1,20.1,8.5,9.8,25.0,Winter,NPK 19:19:19
Hingoli,Sandy,Bajra,72.1,40.4,34.6,3.6,11.8,6.7,17.4,33.1,Dry,MOP
Akola,Black,Wheat,164.1,62.7,58.1,3.0,16.1,8.5,11.3,26.8,Winter,Urea
Dhule,Alluvial,Cotton,99.7,41.5,53.0,3.5,22.3,7.3,3.0,31.8,Monsoon,Urea
Beed,Black,Sunflower,81.3,36.5,53.1,5.3,20.6,7.9,18.6,32.0,Dry,Vermicompost
Pune,Black,Cotton,202.9,113.7,205.6,7.4,44.4,7.7,10.0,30.6,Post-Monsoon,Urea
Wardha,Black,Sorghum,99.8,50.4,59.0,2.5,26.3,7.5,8.2,31.3,Monsoon,NPK 19:19:19
Pune,Alluvial,Vegetables,227.1,95.1,166.6,12.2,34.6,6.8,5.0,27.7,Post-Monsoon,NPK 19:19:19
Satara,Alluvial,Vegetables,253.5,60.8,127.7,10.8,34.2,7.0,9.9,33.1,Post-Monsoon,NPK 19:19:19
Jalna,Black,Sorghum,79.1,40.7,40.7,3.7,16.3,7.7,18.2,33.4,Summer,DAP
Raigad,Laterite,Vegetables,708.4,463.8,1644.7,9.6,41.8,5.3,6.3,27.3,Post-Monsoon,DAP
Dhule,Black,Chickpea,94.6,48.6,39.5,2.7,24.9,8.0,8.1,32.7,Winter,NPK 19:19:19
Ahmednagar,Clay,Chickpea,194.9,115.3,156.7,7.3,44.1,7.7,4.0,32.0,Post-Monsoon,Urea
Nagpur,Black,Sorghum,132.0,38.6,48.7,4.9,27.1,7.7,8.9,29.1,Monsoon,NPK 19:19:19
Osmanabad,Black,Sorghum,75.9,43.1,56.1,5.2,11.6,8.1,11.5,32.4,Post-Monsoon,Ammonium Sulphate
Beed,Red,Cotton,104.3,67.7,59.4,5.0,21.3,5.7,19.9,38.0,Post-Monsoon,NPK 19:19:19
Dhule,Red,Cotton,108.8,47.2,64.7,2.8,19.2,5.9,12.1,30.4,Monsoon,Complex Fertilizer
Jalgaon,Black,Cotton,142.5,54.8,56.3,2.7,23.7,6.7,6.1,31.4,Moderate Rainfall,NPK 19:19:19
Thane,Sandy,Vegetables,164.5,64.4,85.3,4.9,22.0,6.6,2.7,25.1,Post-Monsoon,NPK 12:32:16
Gondia,Clay,Soybean,45.1,69.8,43.4,4.0,23.9,7.1,3.5,25.0,Monsoon,NPK 12:32:16
Osmanabad,Black,Sunflower,89.3,43.7,38.8,3.6,13.0,7.2,14.9,34.0,Summer,Superphosphate
Satara,Red,Soybean,152.8,74.6,59.9,5.2,24.3,5.7,6.7,36.1,Moderate Rainfall,Urea
Beed,Sandy,Bajra,84.5,33.8,36.2,2.7,13.6,7.2,15.6,35.3,Semi-Arid,NPK 12:32:16
Ratnagiri,Red,Vegetables,106.7,94.7,143.5,10.4,34.8,6.5,5.7,30.2,Post-Monsoon,Organic Compost
Buldhana,Black,Cotton,124.7,53.2,62.5,5.2,18.9,7.6,5.9,25.2,Moderate Rainfall,NPK 19:19:19
Sindhudurg,Sandy,Coconut,833.0,463.0,1210.3,10.3,22.6,7.2,4.7,30.8,Monsoon,NPK 12:32:16
Raigad,Sandy,Coconut,608.0,515.8,1608.0,10.3,31.0,6.8,2.0,27.7,Monsoon,NPK 12:32:16
Nandurbar,Black,Cotton,127.7,53.8,54.9,3.7,24.5,7.7,6.0,28.4,Moderate Rainfall,Urea
Thane,Sandy,Coconut,738.6,467.8,1402.0,13.4,46.9,6.2,7.1,25.2,Monsoon,MOP
Osmanabad,Red,Cotton,143.0,74.2,45.9,3.4,28.0,6.5,9.5,37.4,Semi-Arid,NPK 19:19:19
Nandurbar,Alluvial,Sugarcane,159.4,61.7,43.9,4.7,25.3,6.9,8.8,28.9,Moderate Rainfall,DAP
Ratnagiri,Laterite,Rice,163.7,62.2,57.6,5.6,13.9,6.1,5.2,28.4,Heavy Rainfall,DAP
Ratnagiri,Laterite,Mango,143.1,81.4,60.4,5.1,14.3,6.0,4.9,29.2,Heavy Rainfall,DAP
Latur,Sandy,Bajra,80.6,41.5,38.4,3.8,13.8,5.9,17.5,37.7,Semi-Arid,DAP
Jalna,Black,Chickpea,95.3,56.6,40.4,4.2,9.2,7.7,14.2,29.7,Semi-Arid,Organic Compost
Wardha,Black,Wheat,66.3,46.0,58.6,3.4,19.4,7.3,9.1,31.0,Winter,NPK 12:32:16
Raigad,Red,Mango,110.8,56.5,55.3,4.3,10.0,5.6,5.4,32.8,Monsoon,Urea
Thane,Red,Vegetables,130.2,60.3,53.0,5.1,16.3,6.7,3.2,27.9,Post-Monsoon,DAP
Latur,Red,Cotton,34.0,77.8,40.1,3.3,17.8,6.7,11.5,38.0,Semi-Arid,NPK 12:32:16
Buldhana,Black,Cotton,76.0,45.8,71.2,2.3,27.2,7.9,6.5,35.7,Post-Monsoon,DAP
Gadchiroli,Black,Soybean,36.6,85.5,46.9,2.9,20.2,8.2,11.4,32.5,Moderate Rainfall,NPK 12:32:16
Wardha,Black,Cotton,107.1,49.6,53.7,4.2,16.1,7.9,2.8,26.1,Moderate Rainfall,NPK 19:19:19
Buldhana,Black,Cotton,106.3,44.8,61.6,4.4,17.9,7.8,5.1,28.9,Moderate Rainfall,NPK 19:19:19
Dhule,Alluvial,Wheat,127.3,37.4,45.3,2.6,23.7,7.2,5.6,33.7,Moderate Rainfall,NPK 19:19:19
Kolhapur,Red,Soybean,226.1,128.5,235.8,6.5,27.1,6.2,8.5,34.1,Moderate Rainfall,DAP
Nagpur,Red,Soybean,104.8,55.9,69.6,4.8,21.3,5.3,7.8,29.3,Monsoon,DAP
Mumbai Suburban,Laterite,Rice,156.2,71.0,55.4,4.3,12.9,6.5,3.9,30.2,Monsoon,Urea
Nagpur,Clay,Soybean,31.1,81.3,49.3,4.2,22.0,7.9,10.5,35.3,Monsoon,DAP
Aurangabad,Black,Sorghum,80.4,52.1,53.6,3.7,10.9,7.9,10.7,28.5,Semi-Arid,Ammonium Sulphate
Yavatmal,Clay,Wheat,45.5,64.1,49.0,5.0,27.6,7.8,4.8,30.2,Winter,NPK 12:32:16
Gadchiroli,Black,Cotton,28.9,58.4,52.0,3.3,23.2,7.7,4.2,32.4,Post-Monsoon,NPK 12:32:16
Osmanabad,Sandy,Bajra,133.5,44.1,56.3,2.9,12.2,7.1,16.2,31.6,Semi-Arid,DAP
Nanded,Black,Sorghum,104.1,45.5,56.6,2.8,20.1,8.0,14.3,26.2,Summer,DAP
Solapur,Sandy,Vegetables,119.0,60.9,60.2,4.9,19.0,6.5,8.8,33.0,Winter,NPK 12:32:16
Wardha,Red,Rice,176.7,57.9,46.3,5.2,25.6,5.9,3.7,31.9,Monsoon,Urea
Ratnagiri,Sandy,Vegetables,148.4,55.9,69.2,3.5,9.6,6.4,3.3,25.0,Post-Monsoon,NPK 12:32:16
Sindhudurg,Red,Rice,134.7,66.4,58.4,4.1,16.5,5.6,6.6,30.1,Monsoon,NPK 12:32:16
Akola,Red,Soybean,34.8,92.2,49.6,5.1,22.8,5.6,9.3,30.9,Monsoon,NPK 12:32:16
Washim,Black,Cotton,142.7,39.2,64.2,4.8,19.9,8.3,4.6,30.2,Monsoon,DAP
Buldhana,Red,Cotton,37.2,65.7,45.3,4.3,22.9,7.1,7.7,25.0,Post-Monsoon,Superphosphate
Kolhapur,Black,Sugarcane,156.8,75.1,211.2,9.1,37.6,7.4,5.4,28.9,Moderate Rainfall,NPK 19:19:19
Nanded,Black,Cotton,110.3,42.6,54.8,3.5,21.1,7.9,19.3,35.3,Semi-Arid,NPK 19:19:19
Akola,Clay,Cotton,126.9,53.8,38.2,3.7,21.0,7.6,9.7,30.6,Moderate Rainfall,Urea
Washim,Black,Sorghum,146.5,50.6,61.7,4.9,15.4,8.3,4.0,28.7,Monsoon,DAP
Nandurbar,Black,Cotton,118.6,45.5,57.2,3.1,16.9,7.1,10.5,31.9,Post-Monsoon,Urea
Nanded,Alluvial,Soybean,33.1,76.9,38.6,3.1,18.5,7.2,10.6,34.8,Post-Monsoon,NPK 12:32:16
Sindhudurg,Red,Mango,120.0,74.4,50.3,3.5,14.3,5.5,7.0,32.6,Monsoon,NPK 12:32:16
Gondia,Black,Wheat,31.8,69.7,49.7,3.8,17.4,6.9,12.0,28.1,Winter,Superphosphate
Bhandara,Red,Maize,33.8,93.1,55.1,2.5,14.0,6.9,5.8,27.1,Monsoon,Superphosphate
Ahmednagar,Black,Chickpea,268.7,103.2,188.1,8.3,35.6,8.0,7.2,36.3,Post-Monsoon,NPK 19:19:19
Sindhudurg,Laterite,Vegetables,139.4,85.7,55.4,3.9,19.0,6.8,6.2,32.6,Post-Monsoon,NPK 12:32:16
Ratnagiri,Red,Mango,124.7,76.3,71.8,3.7,22.4,6.7,5.9,33.9,Monsoon,Urea
Mumbai City,Laterite,Coconut,145.3,77.8,65.7,5.0,21.4,6.4,7.5,29.9,Monsoon,NPK 12:32:16
Nandurbar,Black,Grapes,121.1,53.8,60.3,4.1,26.8,8.1,6.7,26.7,Winter,Complex Fertilizer
Bhandara,Red,Soybean,33.7,80.5,58.4,2.4,17.6,6.4,6.2,25.7,Monsoon,Superphosphate
Osmanabad,Sandy,Bajra,131.0,44.2,50.4,3.4,12.6,6.4,17.7,28.1,Semi-Arid,DAP
Dhule,Black,Wheat,95.3,47.7,69.0,5.0,21.0,8.3,10.4,35.8,Post-Monsoon,Complex Fertilizer
Wardha,Red,Soybean,171.0,57.4,70.8,4.0,23.4,7.1,13.3,30.3,Post-Monsoon,DAP
Aurangabad,Red,Cotton,32.4,82.8,57.9,4.9,19.3,5.4,20.9,36.4,Post-Monsoon,NPK 12:32:16
Yavatmal,Red,Cotton,141.8,78.2,44.8,4.1,27.2,5.8,5.2,32.4,Post-Monsoon,Urea
Thane,Laterite,Vegetables,144.2,80.1,66.3,3.5,13.7,6.9,8.9,25.8,Post-Monsoon,Urea
Wardha,Black,Cotton,112.9,45.0,44.3,5.5,16.0,7.6,4.7,29.2,Post-Monsoon,Urea
Dhule,Red,Maize,98.5,49.4,64.9,3.4,20.9,6.5,9.6,35.5,Monsoon,Complex Fertilizer
Mumbai Suburban,Sandy,Coconut,106.4,65.3,99.4,3.9,25.6,6.8,7.4,27.0,Humid,NPK 12:32:16
Kolhapur,Red,Cotton,136.2,77.8,57.8,3.3,20.1,5.8,7.2,31.0,Post-Monsoon,MOP
Satara,Black,Wheat,196.1,106.1,200.0,6.2,23.9,6.9,8.1,30.1,Winter,Urea
Washim,Black,Cotton,151.6,52.3,63.3,6.0,16.8,8.3,4.9,32.5,Monsoon,DAP
Palghar,Red,Mango,132.3,70.1,59.1,4.2,17.1,6.9,3.8,27.0,Heavy Rainfall,DAP
Akola,Red,Cotton,39.0,98.1,50.4,3.6,16.1,6.0,11.3,27.0,Moderate Rainfall,NPK 12:32:16
Buldhana,Red,Cotton,178.4,50.3,70.7,5.6,17.8,6.8,6.3,37.2,Moderate Rainfall,Urea
Ahmednagar,Red,Cotton,161.5,95.4,40.4,6.9,23.8,5.9,9.0,32.7,Post-Monsoon,Complex Fertilizer
Nandurbar,Black,Wheat,134.5,48.6,55.3,4.0,24.3,8.4,6.5,28.2,Moderate Rainfall,Urea
Kolhapur,Alluvial,Wheat,240.7,89.6,219.3,7.8,40.5,7.1,6.0,30.2,Moderate Rainfall,Urea
Sindhudurg,Red,Mango,122.4,79.0,61.1,3.0,20.0,5.3,8.2,31.1,Heavy Rainfall,DAP
Parbhani,Red,Cotton,102.6,83.0,54.5,3.3,25.1,6.5,15.4,37.6,Semi-Arid,Urea
Chandrapur,Clay,Chickpea,116.1,46.6,50.0,5.8,18.7,6.8,3.1,31.1,Post-Monsoon,DAP
Thane,Sandy,Vegetables,529.4,435.5,1618.2,6.9,23.7,6.3,4.8,25.0,Humid,DAP
Chandrapur,Black,Cotton,121.6,42.0,60.6,2.6,16.6,7.6,8.1,30.9,Post-Monsoon,Complex Fertilizer
Buldhana,Clay,Cotton,38.1,64.5,59.6,5.4,22.0,7.8,11.7,32.6,Monsoon,NPK 12:32:16
Nagpur,Black,Chickpea,134.3,66.1,47.6,3.1,24.5,7.9,10.4,29.3,Winter,NPK 19:19:19
Solapur,Black,Wheat,84.0,45.7,49.2,4.2,13.3,7.2,3.2,29.7,Winter,DAP
Dhule,Black,Chickpea,88.8,49.3,50.3,2.8,26.3,7.4,7.0,35.0,Winter,NPK 19:19:19
Nashik,Red,Vegetables,121.0,70.6,52.5,2.6,17.4,5.6,5.4,25.1,Winter,DAP
Mumbai City,Red,Mango,116.9,61.1,71.9,5.7,12.4,6.3,6.8,25.0,Monsoon,NPK 12:32:16
Dhule,Alluvial,Wheat,121.4,56.1,52.9,3.2,18.4,7.4,4.6,28.5,Post-Monsoon,NPK 19:19:19
Palghar,Laterite,Vegetables,147.5,61.6,68.7,3.3,13.2,5.6,4.1,25.3,Humid,DAP
Nandurbar,Alluvial,Vegetables,89.3,46.1,55.4,3.0,13.3,7.1,12.6,29.7,Winter,Urea
Beed,Red,Cotton,165.9,50.8,54.3,3.2,18.2,6.4,15.2,34.5,Semi-Arid,DAP
Aurangabad,Red,Cotton,37.4,90.5,60.9,3.9,20.0,5.6,21.2,33.1,Post-Monsoon,NPK 12:32:16
Raigad,Laterite,Vegetables,852.0,526.9,1425.2,9.1,50.6,5.7,5.2,28.6,Post-Monsoon,DAP
Latur,Sandy,Bajra,73.9,33.2,53.1,4.0,11.1,5.9,16.8,36.6,Semi-Arid,DAP
Palghar,Red,Rice,142.5,78.7,56.2,4.5,11.0,6.1,7.5,29.2,Humid,DAP
Ratnagiri,Red,Vegetables,128.3,79.3,154.7,10.7,36.4,6.4,4.1,27.3,Post-Monsoon,Organic Compost
Wardha,Black,Cotton,136.8,51.4,56.9,2.3,26.2,7.9,8.2,29.0,Monsoon,NPK 19:19:19
Bhandara,Black,Soybean,33.3,52.1,47.2,2.9,16.0,7.7,3.3,30.0,Monsoon,NPK 12:32:16
Jalgaon,Black,Cotton,121.7,44.6,69.2,5.6,16.9,7.8,8.3,34.9,Post-Monsoon,Complex Fertilizer
Mumbai Suburban,Laterite,Mango,110.7,70.7,60.9,6.1,14.3,6.7,3.4,26.9,Heavy Rainfall,NPK 12:32:16
Parbhani,Red,Cotton,156.7,46.0,48.8,5.1,23.7,7.1,7.6,33.9,Post-Monsoon,NPK 19:19:19
Buldhana,Red,Cotton,33.7,83.0,50.7,4.4,19.1,6.9,8.6,28.9,Post-Monsoon,Superphosphate
Beed,Sandy,Bajra,87.7,29.2,32.5,2.9,11.2,7.1,13.6,34.0,Semi-Arid,NPK 12:32:16
Gadchiroli,Black,Soybean,30.5,75.7,39.7,3.0,24.1,7.9,12.9,30.8,Moderate Rainfall,NPK 12:32:16
Satara,Red,Vegetables,133.9,97.6,48.1,7.2,16.7,6.0,6.8,29.5,Post-Monsoon,NPK 12:32:16
Solapur,Red,Vegetables,129.4,68.6,51.8,3.5,21.4,6.6,11.4,29.7,Winter,Complex Fertilizer
Nashik,Red,Maize,124.8,63.5,58.9,2.7,25.9,5.6,5.9,32.2,Monsoon,NPK 12:32:16
Palghar,Sandy,Coconut,154.8,76.0,117.0,3.2,25.0,6.2,2.5,29.0,Heavy Rainfall,MOP
Raigad,Laterite,Coconut,112.6,82.8,68.5,5.4,20.5,5.7,6.5,30.0,Heavy Rainfall,Urea
Mumbai City,Laterite,Vegetables,131.1,59.5,75.9,5.3,20.1,5.5,3.5,29.4,Post-Monsoon,NPK 12:32:16
Ratnagiri,Laterite,Cashew,190.8,80.3,65.2,4.6,11.7,5.9,5.1,29.1,Heavy Rainfall,DAP
Jalna,Sandy,Bajra,95.0,35.6,43.2,3.5,15.8,5.9,14.2,30.6,Semi-Arid,Organic Compost
Nagpur,Clay,Chickpea,117.8,59.5,50.9,3.4,23.4,7.5,8.5,31.0,Winter,NPK 19:19:19
Buldhana,Clay,Wheat,83.7,53.5,62.3,4.4,22.4,7.5,11.5,30.7,Moderate Rainfall,NPK 12:32:16
Chandrapur,Black,Cotton,100.6,55.2,47.1,2.7,17.7,8.2,7.2,31.4,Post-Monsoon,Complex Fertilizer
Sindhudurg,Laterite,Rice,134.7,91.3,67.5,4.1,19.8,5.6,5.9,27.9,Humid,DAP
Wardha,Red,Cotton,130.8,56.9,67.0,2.7,15.8,5.7,10.8,27.0,Moderate Rainfall,DAP
Jalna,Black,Sorghum,86.4,37.1,60.6,3.9,19.1,7.6,19.1,30.5,Summer,DAP
Aurangabad,Red,Cotton,113.7,60.7,55.4,4.8,27.9,6.0,19.6,37.5,Semi-Arid,Complex Fertilizer
Washim,Red,Maize,149.6,72.3,39.7,3.8,18.4,6.7,6.5,32.1,Monsoon,NPK 19:19:19
Mumbai Suburban,Laterite,Rice,122.4,72.6,64.5,3.7,16.6,5.3,3.5,31.1,Humid,Urea
Sindhudurg,Red,Mango,113.3,61.0,51.8,3.8,15.3,6.1,8.2,32.9,Monsoon,NPK 12:32:16
Nagpur,Clay,Chickpea,133.5,52.6,44.9,3.7,16.9,6.9,4.4,28.9,Post-Monsoon,Complex Fertilizer
Dhule,Alluvial,Vegetables,129.0,43.5,57.7,3.6,17.2,7.1,8.8,31.0,Winter,DAP
Buldhana,Clay,Soybean,79.7,60.5,59.1,4.4,19.3,7.2,9.6,27.1,Moderate Rainfall,NPK 12:32:16
Palghar,Sandy,Coconut,182.3,60.8,103.3,2.9,20.6,5.9,2.5,29.6,Heavy Rainfall,MOP
Sangli,Black,Sugarcane,220.9,113.5,208.7,7.8,28.8,7.6,13.0,34.0,Moderate Rainfall,Complex Fertilizer
Nashik,Alluvial,Cotton,131.2,53.9,49.8,3.6,14.8,6.9,12.2,32.0,Monsoon,NPK 12:32:16
Latur,Black,Sorghum,86.8,37.5,48.9,3.3,14.3,8.1,12.5,27.6,Summer,Ammonium Sulphate
Nandurbar,Black,Cotton,93.7,59.9,64.6,3.0,16.3,7.0,10.6,34.9,Post-Monsoon,Urea
Ratnagiri,Red,Mango,186.5,99.9,191.7,9.9,25.3,5.8,3.7,26.5,Heavy Rainfall,Vermicompost
Yavatmal,Clay,Chickpea,35.8,79.9,51.0,5.2,26.8,7.7,3.9,30.7,Winter,NPK 12:32:16
Nashik,Alluvial,Vegetables,148.5,58.0,57.4,3.3,16.3,7.2,5.6,33.7,Winter,Superphosphate
Beed,Red,Cotton,168.2,64.6,67.6,3.3,19.8,7.1,17.0,35.9,Semi-Arid,DAP
Gondia,Black,Wheat,36.1,85.2,56.1,3.7,18.8,6.9,11.7,33.2,Post-Monsoon,Superphosphate
Wardha,Black,Sorghum,88.8,44.3,40.3,5.9,14.1,7.7,5.5,27.8,Post-Monsoon,Urea
Palghar,Red,Vegetables,123.6,53.0,59.4,4.3,11.5,6.4,5.9,29.1,Post-Monsoon,DAP
Mumbai Suburban,Laterite,Cashew,110.6,67.3,56.5,6.2,13.7,6.3,3.8,25.7,Heavy Rainfall,NPK 12:32:16
Nashik,Black,Chickpea,109.7,63.3,106.9,7.2,22.9,7.6,3.4,35.8,Post-Monsoon,NPK 19:19:19
Gadchiroli,Black,Soybean,38.9,79.4,54.9,3.0,19.9,7.9,12.9,34.7,Moderate Rainfall,NPK 12:32:16
Ratnagiri,Red,Vegetables,136.9,91.1,202.6,8.8,36.9,6.1,5.8,26.5,Post-Monsoon,Organic Compost
Akola,Black,Soybean,33.5,72.6,53.9,4.8,15.3,7.0,7.9,32.4,Monsoon,DAP
Nandurbar,Alluvial,Cotton,149.2,50.8,45.0,3.6,13.0,7.2,9.3,34.2,Post-Monsoon,NPK 19:19:19
Nashik,Black,Sorghum,102.0,79.6,108.0,3.1,35.5,7.6,12.7,32.4,Monsoon,MOP
