District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Gondia,Clay,Wheat,107.0,57.2,52.5,4.13,18.9,6.5,5.5,30.2,Post-Monsoon,DAP
Aurangabad,Black,Cotton,106.5,47.6,48.3,3.64,21.8,8.0,12.6,37.9,Dry,Complex Fertilizer
Palghar,Sandy,Rice,135.6,60.8,57.1,4.98,10.0,6.9,3.0,30.2,Heavy Rainfall,NPK 12:32:16
Osmanabad,Red,Sorghum,95.3,59.3,45.7,3.61,10.5,6.2,9.7,34.5,Semi-Arid,Complex Fertilizer
Kolhapur,Black,Sugarcane,209.4,92.1,221.0,7.33,35.1,8.1,4.1,29.2,Pre-Monsoon,DAP
Aurangabad,Black,Soybean,31.8,68.9,54.9,3.33,25.5,8.1,9.9,33.3,Post-Monsoon,NPK 12:32:16
Mumbai Suburban,Red,Rice,130.7,67.5,59.0,3.44,15.1,5.7,3.2,26.1,Monsoon,DAP
Palghar,Sandy,Rice,137.6,56.7,66.9,2.99,19.2,6.0,3.5,28.1,Post-Monsoon,NPK 12:32:16
Sindhudurg,Laterite,Rice,138.0,71.9,63.7,4.0,17.9,5.5,7.2,25.3,Humid,NPK 12:32:16
Beed,Black,Bajra,60.3,32.8,42.2,4.87,12.9,8.1,13.1,37.5,Semi-Arid,Complex Fertilizer
Nagpur,Black,Cotton,80.8,37.8,67.5,5.7,23.8,7.4,3.1,26.2,Moderate Rainfall,NPK 19:19:19
Hingoli,Black,Cotton,118.1,43.8,57.2,3.68,19.7,7.6,10.8,28.2,Post-Monsoon,NPK 19:19:19
Nagpur,Clay,Soybean,32.0,72.5,48.7,4.06,24.4,6.8,11.6,26.2,Winter,DAP
Hingoli,Black,Sorghum,84.2,43.7,49.9,4.61,11.8,7.5,15.3,28.5,Summer,MOP
Palghar,Laterite,Coconut,675.9,484.4,1506.0,12.87,35.9,6.1,5.5,29.5,Heavy Rainfall,MOP
Palghar,Laterite,Coconut,586.1,425.2,1378.3,10.45,41.1,5.0,7.6,25.7,Monsoon,DAP
Nagpur,Black,Wheat,86.7,52.9,61.4,3.39,20.6,7.6,9.6,28.6,Monsoon,Urea
Wardha,Black,Sorghum,75.7,44.9,52.0,3.15,13.3,8.3,3.9,30.7,Monsoon,DAP
Nagpur,Black,Cotton,128.4,48.5,51.3,2.93,21.0,7.1,9.3,28.5,Winter,Complex Fertilizer
Osmanabad,Black,Sorghum,87.1,42.3,44.3,2.67,13.2,8.1,13.3,37.5,Summer,Complex Fertilizer
Dhule,Alluvial,Cotton,153.1,39.7,52.7,4.32,21.0,6.9,4.2,34.4,Winter,DAP
Osmanabad,Black,Sorghum,91.4,49.6,48.5,3.82,12.6,8.5,10.7,32.1,Summer,Complex Fertilizer
Latur,Black,Sorghum,72.4,41.0,42.6,3.35,12.0,7.8,10.5,36.7,Semi-Arid,Superphosphate
Satara,Black,Wheat,108.6,48.4,60.8,3.61,25.3,7.7,9.3,30.8,Post-Monsoon,Urea
Nandurbar,Red,Maize,147.1,93.7,49.5,6.56,15.9,5.8,7.2,28.7,Moderate Rainfall,Vermicompost
Kolhapur,Red,Sugarcane,306.1,127.9,185.0,6.85,35.2,6.1,6.5,28.7,Moderate Rainfall,DAP
Mumbai City,Sandy,Vegetables,135.9,77.5,92.0,3.15,28.2,6.7,5.0,26.8,Heavy Rainfall,Ammonium Sulphate
Ahmednagar,Black,Cotton,123.5,41.7,69.3,5.04,24.4,8.4,4.3,34.5,Winter,Complex Fertilizer
Amravati,Black,Cotton,92.2,51.3,51.8,5.59,19.2,7.9,4.7,27.3,Monsoon,DAP
Yavatmal,Black,Soybean,27.1,72.3,58.8,2.93,19.0,7.7,10.4,29.8,Monsoon,Superphosphate
Dhule,Black,Cotton,126.0,57.7,61.6,3.99,19.6,7.7,10.2,31.0,Moderate Rainfall,Urea
Thane,Sandy,Rice,143.5,65.4,58.8,5.01,13.4,6.4,6.9,25.6,Humid,NPK 12:32:16
Yavatmal,Black,Sorghum,82.7,54.7,51.2,2.99,17.4,8.0,4.0,34.6,Moderate Rainfall,Ammonium Sulphate
Latur,Black,Sorghum,82.1,41.5,47.2,3.89,14.2,8.1,15.6,31.1,Summer,Complex Fertilizer
Jalna,Red,Sorghum,96.6,52.0,44.3,4.28,16.4,5.6,19.8,37.1,Post-Monsoon,DAP
Akola,Black,Soybean,28.0,63.0,42.0,3.59,20.3,7.2,5.2,31.5,Moderate Rainfall,Superphosphate
Kolhapur,Alluvial,Sugarcane,215.1,108.9,166.4,9.89,45.1,6.9,5.1,28.0,Post-Monsoon,Urea
Gondia,Clay,Rice,95.3,55.7,48.3,2.84,11.2,7.6,3.5,33.9,Winter,NPK 12:32:16
Nashik,Alluvial,Maize,136.5,63.5,47.3,3.72,15.1,7.0,10.4,34.6,Monsoon,NPK 12:32:16
Jalgaon,Black,Sorghum,86.3,44.2,46.7,3.31,12.9,7.6,7.0,28.8,Moderate Rainfall,Complex Fertilizer
Nashik,Black,Grapes,123.5,62.0,149.5,8.21,25.4,7.8,5.7,34.9,Moderate Rainfall,NPK 19:19:19
Yavatmal,Clay,Pigeon Pea,28.7,53.7,33.3,4.97,18.6,8.0,4.5,29.5,Moderate Rainfall,Urea
Jalgaon,Black,Sorghum,84.7,46.5,49.5,3.77,14.5,8.5,9.9,27.2,Post-Monsoon,Organic Compost
Yavatmal,Black,Wheat,98.1,55.3,60.4,4.08,14.4,7.7,6.5,34.7,Winter,Urea
Bhandara,Black,Rice,95.8,48.1,63.1,3.49,11.9,8.1,8.5,30.6,Moderate Rainfall,DAP
Mumbai Suburban,Red,Rice,112.2,76.6,53.9,3.87,20.3,6.1,3.7,27.0,Monsoon,NPK 12:32:16
Nanded,Black,Sorghum,98.2,57.8,45.4,4.12,10.5,8.2,10.0,34.9,Summer,Vermicompost
Mumbai Suburban,Laterite,Rice,139.0,69.6,59.4,4.55,12.0,5.0,3.4,29.7,Humid,DAP
Sangli,Black,Wheat,110.8,62.5,57.7,2.91,16.9,7.9,11.6,32.1,Moderate Rainfall,DAP
Sindhudurg,Laterite,Coconut,597.4,507.3,1617.1,6.71,35.6,5.5,2.3,25.7,Monsoon,MOP
Wardha,Black,Cotton,92.0,38.8,54.7,5.21,14.6,8.0,3.5,29.8,Post-Monsoon,DAP
Gadchiroli,Black,Rice,105.7,53.2,65.7,3.99,15.3,7.4,5.8,34.8,Monsoon,Urea
Pune,Black,Sugarcane,260.0,100.1,184.4,6.71,40.0,8.4,5.2,34.8,Moderate Rainfall,NPK 19:19:19
Wardha,Black,Cotton,90.2,60.3,54.3,4.47,23.0,7.7,4.7,26.2,Winter,NPK 19:19:19
Akola,Black,Soybean,29.5,60.5,46.2,3.83,23.0,7.5,3.8,32.8,Monsoon,Superphosphate
Kolhapur,Black,Maize,102.8,63.5,43.0,5.57,19.5,7.4,11.0,34.6,Pre-Monsoon,Vermicompost
Jalna,Red,Pulses,21.1,50.5,35.7,4.03,20.1,6.0,8.7,29.9,Summer,Organic Compost
Jalna,Red,Pulses,29.9,56.0,27.3,5.05,16.8,6.5,16.9,34.5,Post-Monsoon,MOP
Nagpur,Black,Cotton,114.1,42.2,60.3,2.95,18.2,7.3,11.4,26.1,Moderate Rainfall,NPK 19:19:19
Akola,Clay,Soybean,31.5,75.3,46.9,2.83,19.1,6.5,6.9,29.7,Winter,Superphosphate
Ahmednagar,Black,Sugarcane,231.1,106.3,184.2,6.28,42.0,7.1,3.4,28.9,Moderate Rainfall,Complex Fertilizer
Mumbai Suburban,Laterite,Vegetables,121.5,87.9,95.8,4.83,21.3,6.4,3.2,27.3,Heavy Rainfall,Urea
Sangli,Black,Sugarcane,204.4,122.2,165.4,8.16,37.2,8.2,5.3,29.3,Pre-Monsoon,DAP
Solapur,Black,Maize,113.4,85.5,54.4,3.2,27.9,8.3,9.9,29.9,Semi-Arid,DAP
Washim,Black,Banana,187.0,130.9,228.2,9.7,34.0,7.9,3.6,31.6,Post-Monsoon,Complex Fertilizer
Pune,Black,Sugarcane,277.3,113.7,201.3,5.77,33.6,7.3,3.3,26.2,Pre-Monsoon,Complex Fertilizer
Palghar,Laterite,Rice,132.5,80.4,67.4,3.15,16.9,5.6,7.5,32.0,Heavy Rainfall,DAP
Gadchiroli,Black,Soybean,35.7,56.2,52.5,3.3,26.8,7.8,9.5,29.0,Monsoon,NPK 12:32:16
Washim,Black,Soybean,36.7,72.5,47.1,4.65,15.5,8.4,6.7,34.8,Post-Monsoon,Superphosphate
Sindhudurg,Laterite,Coconut,751.1,451.3,1732.0,12.84,34.8,6.2,7.9,27.1,Post-Monsoon,Organic Compost
Beed,Black,Cotton,132.0,58.2,46.5,2.86,22.7,7.6,8.9,33.7,Semi-Arid,NPK 19:19:19
Mumbai Suburban,Sandy,Rice,126.0,62.4,66.2,2.83,11.7,7.0,7.9,28.4,Humid,Urea
Ratnagiri,Laterite,Rice,160.8,71.9,59.1,5.0,12.7,6.3,4.8,29.9,Heavy Rainfall,DAP
Aurangabad,Black,Cotton,127.5,42.2,52.0,4.04,21.7,7.6,8.2,28.6,Semi-Arid,Urea
Latur,Red,Sorghum,107.8,56.6,54.9,3.65,14.5,7.0,16.4,35.0,Summer,Superphosphate
Ratnagiri,Red,Coconut,657.9,467.5,1521.1,12.43,33.1,6.8,6.0,30.9,Monsoon,Complex Fertilizer
Pune,Black,Sugarcane,267.0,90.9,183.1,7.45,40.7,7.8,9.4,33.5,Pre-Monsoon,Urea
Ahmednagar,Black,Sorghum,67.7,42.4,51.9,3.96,19.0,8.3,7.4,35.0,Winter,Organic Compost
Amravati,Black,Soybean,30.3,81.7,45.0,4.5,16.8,7.1,4.0,32.7,Moderate Rainfall,Superphosphate
Palghar,Laterite,Rice,137.5,73.3,71.7,4.72,15.4,6.4,7.3,32.0,Post-Monsoon,NPK 12:32:16
Ahmednagar,Clay,Wheat,97.9,52.0,57.0,4.28,15.9,8.0,10.9,33.5,Winter,Urea
Jalgaon,Alluvial,Wheat,116.2,47.7,52.8,4.38,22.3,6.8,5.0,33.5,Moderate Rainfall,Urea
Osmanabad,Red,Cotton,123.5,73.2,49.0,3.48,25.2,6.7,10.4,35.7,Semi-Arid,NPK 19:19:19
Parbhani,Black,Soybean,35.2,70.9,53.3,3.61,26.1,7.1,10.8,31.1,Semi-Arid,Superphosphate
Yavatmal,Black,Soybean,27.2,79.8,43.2,3.37,16.1,7.2,9.9,33.1,Moderate Rainfall,Superphosphate
Latur,Red,Bajra,84.1,38.7,39.5,2.42,10.9,6.1,19.9,29.9,Semi-Arid,Superphosphate
Gadchiroli,Red,Rice,120.3,68.8,55.1,3.2,15.2,6.7,9.8,26.4,Post-Monsoon,DAP
Akola,Black,Safflower,49.7,51.0,49.8,5.48,16.1,8.1,4.1,32.3,Monsoon,Superphosphate
Latur,Black,Bajra,57.4,39.5,35.0,3.2,12.0,7.4,18.5,36.5,Dry,MOP
Latur,Red,Sorghum,99.1,54.1,45.1,3.03,11.7,7.0,15.6,30.8,Dry,Organic Compost
Nandurbar,Black,Sorghum,84.6,41.6,49.8,5.32,15.4,8.0,5.8,28.2,Post-Monsoon,Complex Fertilizer
Gadchiroli,Red,Pigeon Pea,31.7,60.3,26.7,4.29,18.1,5.6,4.4,30.3,Monsoon,Organic Compost
Chandrapur,Clay,Cotton,105.0,44.1,53.6,3.92,16.8,6.6,8.0,31.3,Winter,DAP
Yavatmal,Black,Pigeon Pea,27.6,56.2,37.8,3.2,18.6,8.4,11.3,26.1,Winter,MOP
Yavatmal,Black,Cotton,114.7,51.2,60.6,2.8,23.9,8.5,5.5,34.5,Monsoon,DAP
Jalgaon,Black,Sorghum,78.9,47.4,58.8,5.79,16.7,8.3,4.5,26.7,Post-Monsoon,Ammonium Sulphate
Sindhudurg,Laterite,Coconut,655.0,498.7,1530.8,6.39,27.0,5.2,6.9,29.4,Monsoon,Urea
Pune,Black,Pomegranate,78.7,46.8,120.9,9.36,28.4,7.1,5.7,29.2,Pre-Monsoon,Vermicompost
Sangli,Red,Maize,146.2,82.1,50.8,2.83,21.0,6.5,8.7,33.1,Moderate Rainfall,Ammonium Sulphate
Jalgaon,Red,Banana,235.9,118.1,246.0,7.48,30.5,6.5,5.3,34.0,Moderate Rainfall,Ammonium Sulphate
Amravati,Black,Soybean,32.7,73.6,48.3,3.33,25.1,8.1,5.8,29.6,Post-Monsoon,NPK 12:32:16
Jalna,Sandy,Bajra,96.1,39.1,51.6,2.99,12.3,6.0,11.4,29.2,Dry,Urea
Jalna,Black,Sorghum,86.5,41.2,48.4,4.7,16.3,7.1,14.2,32.4,Summer,DAP
Solapur,Black,Wheat,93.5,52.3,59.9,4.63,20.4,8.4,10.9,34.3,Moderate Rainfall,DAP
Amravati,Black,Soybean,32.2,59.0,57.0,3.6,20.0,7.5,11.7,27.3,Winter,NPK 12:32:16
Washim,Black,Sorghum,94.1,49.5,56.6,3.11,13.6,7.8,4.8,30.0,Moderate Rainfall,Ammonium Sulphate
Parbhani,Black,Sorghum,81.2,49.4,55.5,4.38,21.0,7.9,9.3,35.0,Semi-Arid,Ammonium Sulphate
Beed,Black,Pigeon Pea,21.8,50.8,30.5,4.78,15.7,8.3,17.2,35.0,Dry,Complex Fertilizer
Yavatmal,Black,Pigeon Pea,25.0,53.9,31.2,4.87,21.0,7.4,3.5,30.9,Winter,Vermicompost
Amravati,Black,Soybean,30.3,77.7,49.7,3.23,21.8,7.6,5.6,30.9,Monsoon,Superphosphate
Ratnagiri,Laterite,Cashew,130.6,69.5,109.7,7.74,24.6,5.4,5.7,28.2,Monsoon,NPK 12:32:16
Raigad,Laterite,Cashew,106.9,74.3,126.6,6.3,31.3,6.2,3.7,27.4,Monsoon,Ammonium Sulphate
Gondia,Clay,Soybean,36.2,70.3,54.9,3.71,28.5,6.7,12.0,28.6,Winter,DAP
Osmanabad,Black,Bajra,65.4,31.7,36.4,3.89,14.2,7.6,12.2,28.5,Dry,MOP
Satara,Red,Turmeric,151.5,73.1,113.5,4.4,30.0,6.7,5.4,30.9,Post-Monsoon,Superphosphate
Nashik,Black,Onion,121.8,71.9,86.7,4.43,24.8,8.5,5.5,32.5,Moderate Rainfall,Ammonium Sulphate
Ratnagiri,Red,Mango,120.3,115.2,180.0,8.63,20.0,6.1,7.2,31.6,Monsoon,Vermicompost
Beed,Black,Sorghum,78.3,52.3,49.4,4.95,17.3,7.8,8.4,31.4,Semi-Arid,NPK 12:32:16
Wardha,Black,Pulses,25.1,54.8,39.8,3.55,28.3,7.7,11.3,32.7,Winter,Urea
Ahmednagar,Black,Sugarcane,272.9,94.9,171.5,5.84,32.5,7.6,4.5,27.9,Moderate Rainfall,DAP
Raigad,Sandy,Coconut,674.7,435.3,1669.4,9.3,40.5,7.3,2.0,27.5,Heavy Rainfall,Superphosphate
Latur,Black,Soybean,31.5,81.6,46.3,3.97,22.9,7.4,9.0,32.5,Semi-Arid,DAP
Palghar,Laterite,Rice,141.8,71.6,63.3,2.73,23.7,5.4,4.5,29.5,Heavy Rainfall,Urea
Kolhapur,Red,Sorghum,101.6,50.3,58.2,3.89,16.2,6.1,10.8,28.6,Moderate Rainfall,Vermicompost
Gadchiroli,Red,Soybean,38.1,95.8,48.6,3.99,22.0,6.9,7.9,27.7,Monsoon,NPK 12:32:16
Parbhani,Red,Cotton,156.1,47.6,50.6,5.42,23.3,6.8,8.8,35.6,Post-Monsoon,NPK 19:19:19
Thane,Laterite,Vegetables,165.3,103.3,110.2,3.02,33.0,5.3,5.2,29.9,Monsoon,Ammonium Sulphate
Bhandara,Black,Rice,87.5,52.3,62.3,4.49,21.0,7.4,6.7,29.3,Winter,Urea
Nandurbar,Black,Sorghum,78.3,41.4,56.3,3.08,18.6,8.3,10.4,32.7,Post-Monsoon,Complex Fertilizer
Bhandara,Red,Rice,102.8,66.9,65.2,3.36,20.7,6.6,4.3,27.9,Moderate Rainfall,DAP
Bhandara,Black,Rice,93.6,53.7,64.8,2.77,14.9,7.0,9.0,33.8,Monsoon,NPK 12:32:16
Thane,Laterite,Coconut,635.1,443.6,1362.8,13.51,41.1,5.8,3.4,27.7,Heavy Rainfall,Vermicompost
Ahmednagar,Black,Sugarcane,231.1,84.9,175.8,8.88,29.4,7.3,11.6,33.4,Moderate Rainfall,Urea
Gadchiroli,Clay,Pigeon Pea,28.8,54.1,36.8,3.88,16.4,7.1,4.4,30.9,Monsoon,DAP
Osmanabad,Black,Pomegranate,110.8,39.3,97.9,6.89,22.8,8.2,9.0,35.1,Post-Monsoon,DAP
Jalna,Black,Pulses,19.8,51.8,33.0,3.1,16.2,8.4,8.9,36.8,Dry,Complex Fertilizer
Jalna,Black,Bajra,67.2,38.5,40.2,3.79,12.5,7.5,9.1,31.9,Semi-Arid,DAP
Jalna,Black,Sorghum,97.4,43.3,46.9,3.77,10.7,8.2,12.4,34.1,Summer,Complex Fertilizer
Palghar,Laterite,Vegetables,184.8,85.0,97.8,3.87,23.9,6.3,6.4,27.1,Monsoon,Urea
Solapur,Red,Bajra,74.0,48.1,41.3,4.39,12.8,6.5,9.3,29.4,Winter,Organic Compost
Sangli,Black,Sugarcane,218.9,91.2,215.4,9.05,28.9,7.9,5.2,34.6,Pre-Monsoon,NPK 19:19:19
Osmanabad,Black,Cotton,101.6,38.5,57.9,3.05,17.9,7.5,10.7,29.6,Summer,NPK 19:19:19
Washim,Black,Soybean,29.1,67.2,47.9,4.89,19.9,7.6,4.9,26.9,Moderate Rainfall,DAP
Hingoli,Black,Pigeon Pea,22.8,48.1,36.7,3.42,21.2,8.0,11.7,36.1,Semi-Arid,DAP
Buldhana,Black,Cotton,128.4,38.8,54.9,3.23,21.4,8.4,12.0,34.5,Moderate Rainfall,NPK 19:19:19
Amravati,Black,Wheat,115.5,55.1,58.1,3.2,23.1,7.2,3.9,29.5,Winter,DAP
Pune,Red,Bajra,76.9,40.2,36.0,3.44,14.8,6.9,7.3,31.5,Winter,Urea
Amravati,Black,Wheat,104.3,48.2,59.8,3.28,16.1,7.0,5.7,30.3,Monsoon,NPK 12:32:16
Akola,Clay,Soybean,34.8,79.1,48.4,3.33,15.4,6.9,8.6,30.7,Moderate Rainfall,DAP
Mumbai Suburban,Red,Rice,118.1,63.8,55.5,3.59,17.9,6.9,4.9,26.5,Monsoon,Urea
Mumbai City,Laterite,Rice,129.4,72.8,64.2,4.66,19.1,5.8,4.0,31.3,Post-Monsoon,NPK 12:32:16
Buldhana,Clay,Soybean,32.0,60.0,48.4,3.45,28.5,7.2,3.9,31.4,Post-Monsoon,Superphosphate
Nandurbar,Black,Wheat,94.3,60.4,58.8,3.76,20.1,7.6,7.0,32.8,Moderate Rainfall,DAP
Chandrapur,Black,Cotton,90.8,57.7,47.7,5.42,25.9,8.0,11.3,28.7,Post-Monsoon,Urea
Aurangabad,Black,Cotton,109.8,47.2,66.5,4.68,22.9,7.3,17.5,35.9,Summer,DAP
Akola,Clay,Soybean,34.5,64.8,39.7,2.89,18.3,7.6,8.2,30.4,Winter,DAP
Aurangabad,Black,Wheat,93.3,55.0,69.2,3.74,15.4,8.4,15.9,29.7,Semi-Arid,NPK 12:32:16
Bhandara,Clay,Chickpea,21.9,50.6,24.8,3.71,18.6,7.9,5.6,27.7,Monsoon,Superphosphate
Kolhapur,Black,Sugarcane,228.5,100.2,196.3,7.45,35.8,8.2,5.0,30.6,Winter,Urea
Kolhapur,Red,Sorghum,107.7,56.9,50.6,3.75,19.8,5.8,3.4,30.4,Post-Monsoon,Superphosphate
Aurangabad,Red,Wheat,103.8,60.9,57.4,4.05,20.7,6.4,11.8,32.6,Semi-Arid,NPK 12:32:16
Buldhana,Black,Sorghum,68.6,50.1,50.6,3.09,10.5,7.1,5.5,27.6,Post-Monsoon,DAP
Jalna,Black,Bajra,77.3,32.0,42.7,2.4,9.2,7.9,14.3,35.3,Summer,DAP
Washim,Black,Soybean,28.0,74.0,51.5,4.44,21.9,7.3,9.5,28.6,Moderate Rainfall,DAP
Sangli,Black,Sorghum,73.8,43.9,50.5,3.29,18.8,7.4,8.8,30.6,Post-Monsoon,Ammonium Sulphate
Parbhani,Black,Chickpea,19.6,40.9,33.3,4.85,15.6,7.3,19.4,30.4,Post-Monsoon,Complex Fertilizer
Aurangabad,Black,Cotton,138.6,39.2,54.5,2.86,22.1,8.0,16.1,35.4,Summer,DAP
Osmanabad,Black,Bajra,65.2,29.5,36.6,4.19,13.9,7.4,8.9,28.7,Post-Monsoon,DAP
Mumbai City,Red,Vegetables,122.8,92.6,98.2,3.01,20.3,5.9,5.4,28.8,Monsoon,DAP
Chandrapur,Red,Cotton,113.0,62.8,63.4,3.81,18.5,6.3,10.3,28.5,Winter,NPK 19:19:19
Sindhudurg,Laterite,Rice,163.7,76.0,71.5,5.42,12.2,5.5,2.1,32.0,Monsoon,Urea
Wardha,Black,Sorghum,82.4,43.1,47.7,3.15,20.1,7.2,4.1,26.4,Monsoon,NPK 12:32:16
Nashik,Alluvial,Tomato,162.5,79.2,118.8,4.75,28.7,7.4,4.7,35.0,Moderate Rainfall,NPK 12:32:16
Wardha,Clay,Cotton,155.9,53.4,49.2,3.41,15.3,7.5,3.1,29.8,Post-Monsoon,Urea
Mumbai Suburban,Sandy,Vegetables,173.5,69.7,110.2,2.8,19.9,7.2,6.1,27.1,Monsoon,Vermicompost
Buldhana,Black,Bajra,59.8,34.6,34.6,4.7,12.2,8.0,8.9,26.1,Monsoon,Urea
Nanded,Black,Bajra,60.4,29.9,34.4,3.11,10.4,8.1,12.2,30.9,Post-Monsoon,DAP
Gadchiroli,Red,Wheat,120.4,66.4,57.0,3.23,21.0,6.2,9.3,28.8,Post-Monsoon,NPK 12:32:16
Osmanabad,Red,Sunflower,107.2,89.0,73.5,2.72,24.4,6.9,17.3,33.4,Semi-Arid,Ammonium Sulphate
Washim,Black,Cotton,127.1,43.8,64.4,5.26,17.5,8.2,4.3,30.0,Monsoon,DAP
Osmanabad,Black,Sorghum,82.4,41.7,56.0,3.0,11.5,8.1,9.7,29.9,Post-Monsoon,DAP
Pune,Black,Sugarcane,248.2,110.3,185.6,9.59,40.6,8.0,8.8,30.9,Winter,Complex Fertilizer
Hingoli,Red,Bajra,72.0,39.8,42.5,3.02,12.2,5.6,8.4,28.6,Dry,MOP
Raigad,Laterite,Coconut,649.9,510.1,1697.1,16.55,38.5,6.2,5.5,27.2,Monsoon,Complex Fertilizer
Chandrapur,Red,Wheat,121.5,64.7,52.1,4.81,17.3,6.6,4.3,33.2,Moderate Rainfall,Urea
Kolhapur,Black,Turmeric,119.8,73.9,105.9,4.68,29.9,7.5,5.9,30.2,Pre-Monsoon,MOP
Buldhana,Black,Bajra,65.7,33.4,38.4,3.51,11.7,8.4,8.2,29.7,Moderate Rainfall,DAP
Washim,Red,Banana,242.1,130.0,256.8,9.28,29.0,5.7,8.7,30.9,Post-Monsoon,Complex Fertilizer
Nanded,Black,Cotton,97.4,43.7,48.9,4.73,21.7,7.5,16.7,37.5,Summer,NPK 19:19:19
Dhule,Black,Wheat,103.1,62.8,54.9,5.63,20.0,7.2,7.9,34.9,Post-Monsoon,NPK 12:32:16
Bhandara,Black,Chickpea,20.4,42.3,21.9,4.52,16.5,7.7,4.5,31.8,Winter,Urea
Washim,Black,Cotton,91.7,58.5,56.8,4.84,20.9,8.1,3.2,32.9,Winter,Urea
Gondia,Red,Wheat,118.9,61.7,59.4,3.68,25.2,6.1,6.2,30.8,Moderate Rainfall,NPK 12:32:16
Chandrapur,Clay,Rice,102.0,54.6,49.5,4.16,12.1,6.8,7.1,26.4,Monsoon,Urea
Solapur,Black,Wheat,109.0,47.1,68.7,5.31,23.3,7.3,7.3,34.8,Post-Monsoon,NPK 12:32:16
Parbhani,Red,Bajra,79.9,37.0,40.4,3.9,11.1,6.2,14.5,32.9,Post-Monsoon,Urea
Jalgaon,Alluvial,Cotton,139.4,40.3,52.3,2.97,18.4,7.0,9.9,34.0,Post-Monsoon,Urea
Beed,Black,Cotton,91.6,55.7,49.5,3.57,17.3,8.3,19.6,30.8,Post-Monsoon,Urea
Kolhapur,Black,Sugarcane,209.4,108.6,223.0,6.13,27.6,7.6,5.9,30.2,Moderate Rainfall,DAP
Nanded,Black,Pigeon Pea,25.6,61.2,30.3,5.32,17.9,7.6,15.0,33.3,Semi-Arid,Vermicompost
Gadchiroli,Black,Rice,95.0,48.2,55.6,3.43,12.2,8.4,11.9,26.2,Moderate Rainfall,NPK 12:32:16
Jalna,Black,Pulses,20.7,45.6,28.6,5.44,17.3,8.2,11.0,37.8,Dry,Complex Fertilizer
Sindhudurg,Sandy,Rice,124.2,65.3,68.1,4.82,17.0,6.5,7.1,31.3,Monsoon,Urea
Mumbai Suburban,Laterite,Rice,144.3,70.4,63.9,4.58,17.8,6.5,4.5,28.4,Monsoon,NPK 12:32:16
Nandurbar,Red,Wheat,119.3,60.0,61.7,3.06,24.8,6.5,6.3,31.6,Winter,NPK 12:32:16
Satara,Alluvial,Sugarcane,212.8,69.0,141.7,10.85,32.6,7.0,10.5,32.9,Post-Monsoon,NPK 19:19:19
Amravati,Clay,Wheat,95.5,61.6,60.0,3.28,20.1,7.4,4.6,34.5,Moderate Rainfall,Urea
Sangli,Black,Sugarcane,209.7,117.7,169.0,7.49,35.7,7.0,10.6,31.8,Pre-Monsoon,Complex Fertilizer
Raigad,Laterite,Coconut,704.4,465.4,1546.1,8.97,32.6,5.0,5.8,26.8,Heavy Rainfall,DAP
Washim,Black,Pomegranate,74.8,44.2,129.2,10.93,27.1,8.4,9.4,29.7,Winter,Urea
Nashik,Alluvial,Maize,150.5,70.4,49.1,2.96,16.8,7.0,6.0,32.3,Winter,Superphosphate
Palghar,Laterite,Rice,153.4,69.9,59.6,3.38,21.8,5.9,5.2,29.2,Monsoon,NPK 12:32:16
Aurangabad,Black,Cotton,104.2,50.5,50.1,4.01,22.6,8.5,18.5,28.4,Post-Monsoon,Urea
Mumbai City,Sandy,Vegetables,184.0,88.5,93.0,3.5,19.0,7.2,2.8,26.2,Humid,Organic Compost
Sangli,Black,Wheat,99.0,50.2,59.3,5.08,21.2,8.1,9.8,29.6,Post-Monsoon,NPK 12:32:16
Latur,Black,Sorghum,80.1,38.7,43.3,4.11,21.9,7.6,8.8,33.4,Summer,DAP
Thane,Laterite,Rice,119.8,78.2,62.8,4.94,18.4,5.3,4.7,26.3,Monsoon,DAP
Amravati,Black,Cotton,127.6,46.0,56.8,2.83,21.2,7.1,11.2,31.3,Monsoon,NPK 19:19:19
Nandurbar,Red,Wheat,120.6,72.2,59.6,2.72,23.4,5.8,6.4,26.6,Monsoon,DAP
Beed,Sandy,Sorghum,101.9,48.7,57.2,3.7,15.6,7.1,9.0,35.4,Post-Monsoon,DAP
Nagpur,Black,Wheat,88.0,64.2,58.6,5.27,19.7,7.6,7.0,34.3,Post-Monsoon,Urea
Dhule,Alluvial,Wheat,101.1,52.9,51.0,3.04,17.1,7.1,6.6,29.2,Moderate Rainfall,NPK 12:32:16
Buldhana,Black,Bajra,60.0,37.7,40.0,4.1,13.3,8.2,4.1,33.0,Monsoon,DAP
Nagpur,Black,Sorghum,76.5,50.0,42.2,3.62,15.4,7.3,4.1,32.6,Post-Monsoon,Complex Fertilizer
Ahmednagar,Black,Wheat,100.6,60.0,63.6,2.92,15.1,7.7,10.3,30.5,Post-Monsoon,NPK 12:32:16
Yavatmal,Black,Sorghum,74.5,49.5,45.9,3.91,16.2,7.5,11.3,27.6,Post-Monsoon,DAP
Beed,Black,Sorghum,85.4,42.6,50.6,4.93,18.2,8.1,15.8,34.6,Dry,Vermicompost
Parbhani,Red,Chickpea,25.7,55.4,27.8,3.99,18.4,6.1,18.1,29.3,Semi-Arid,Urea
