District,Soil_Type,Crop_Name,N_kg_ha,P2O5_kg_ha,K2O_kg_ha,Zn_kg_ha,S_kg_ha,Recommended_pH,Turbidity_NTU,Water_Temp_C,Weather,Fertilizer
Akola,Clay,Cotton,128.6,56.1,44.0,3.7,21.0,7.2,9.5,33.6,Moderate Rainfall,Urea
Beed,Red,Cotton,143.2,61.5,57.8,3.2,21.7,5.6,11.1,36.4,Dry,Complex Fertilizer
Bhandara,Clay,Rice,86.6,60.8,54.1,3.4,22.2,8.1,4.9,27.8,Winter,Urea
Gondia,Clay,Rice,123.3,56.4,55.8,3.1,16.9,7.3,6.1,32.3,Winter,DAP
Bhandara,Clay,Rice,132.8,46.8,52.6,4.6,18.6,6.8,6.3,32.0,Monsoon,NPK 12:32:16
Dhule,Red,Cotton,136.2,50.8,43.0,2.9,18.0,5.3,11.5,28.3,Winter,NPK 19:19:19
Mumbai Suburban,Sandy,Vegetables,100.7,69.2,89.9,3.9,25.3,7.0,6.5,27.0,Humid,NPK 12:32:16
Buldhana,Red,Cotton,160.8,58.7,51.1,4.1,18.2,5.9,10.7,32.4,Monsoon,NPK 19:19:19
Akola,Clay,Soybean,29.2,64.3,45.1,3.6,24.2,7.6,10.0,31.6,Monsoon,NPK 12:32:16
Beed,Sandy,Bajra,107.9,31.6,45.3,4.6,13.8,6.5,12.3,38.0,Summer,Vermicompost
Solapur,Sandy,Wheat,111.6,56.8,56.5,5.1,20.4,6.4,7.8,34.6,Winter,NPK 12:32:16
Thane,Red,Rice,100.1,48.7,57.1,5.4,16.7,6.6,5.2,26.4,Heavy Rainfall,DAP
Gondia,Clay,Rice,121.7,47.3,56.3,3.7,13.9,7.4,8.7,26.4,Moderate Rainfall,DAP
Buldhana,Clay,Soybean,40.1,87.9,53.2,3.4,18.8,7.6,10.8,33.8,Winter,DAP
Washim,Black,Cotton,123.4,51.0,50.6,3.7,20.1,8.0,8.1,26.7,Post-Monsoon,DAP
Dhule,Black,Cotton,102.7,44.3,61.4,4.7,20.3,8.1,10.3,33.6,Moderate Rainfall,NPK 19:19:19
Hingoli,Black,Cotton,124.8,51.5,53.5,5.9,14.2,7.4,18.2,36.2,Post-Monsoon,Complex Fertilizer
Wardha,Red,Cotton,169.1,63.3,70.6,3.8,25.0,7.3,10.7,30.2,Post-Monsoon,DAP
Nandurbar,Black,Cotton,152.2,48.6,71.8,3.9,26.0,7.7,6.2,25.9,Winter,Complex Fertilizer
Nagpur,Red,Soybean,35.8,87.7,56.2,3.7,20.7,6.4,12.0,32.8,Winter,DAP
Nandurbar,Alluvial,Cotton,109.1,37.3,54.2,2.6,14.1,6.9,11.5,31.3,Winter,Urea
Sangli,Alluvial,Sugarcane,253.2,93.8,180.7,5.1,31.4,7.1,8.3,33.5,Moderate Rainfall,Urea
Satara,Red,Maize,161.7,92.9,55.3,6.1,17.7,5.6,6.2,32.6,Post-Monsoon,NPK 12:32:16
Buldhana,Red,Sorghum,84.6,45.6,49.5,3.3,13.3,6.4,11.5,31.5,Winter,Ammonium Sulphate
Wardha,Clay,Cotton,108.8,41.6,52.5,4.2,17.0,7.5,6.0,32.0,Monsoon,DAP
Chandrapur,Black,Cotton,115.7,52.9,48.6,3.5,20.6,7.8,4.6,30.8,Moderate Rainfall,DAP
Satara,Black,Sugarcane,262.5,123.2,168.1,7.5,42.6,7.5,5.8,32.2,Pre-Monsoon,NPK 19:19:19
Nagpur,Red,Soybean,35.8,84.6,55.0,3.6,20.4,6.7,13.3,33.0,Winter,DAP
Thane,Laterite,Rice,140.6,83.5,57.4,3.5,16.5,6.8,7.8,29.1,Post-Monsoon,Urea
Satara,Alluvial,Sugarcane,202.9,72.3,143.2,10.1,30.5,6.6,6.1,30.5,Moderate Rainfall,NPK 19:19:19
Ahmednagar,Red,Cotton,111.0,57.9,68.0,2.9,24.1,7.1,9.2,29.1,Moderate Rainfall,Complex Fertilizer
Mumbai Suburban,Red,Rice,124.4,62.1,79.8,2.7,16.4,6.4,5.8,27.8,Humid,Urea
Nandurbar,Red,Cotton,117.4,45.6,49.1,4.4,26.4,6.3,10.4,31.1,Monsoon,DAP
Pune,Red,Vegetables,163.7,75.7,101.6,3.1,23.4,6.5,6.7,28.6,Pre-Monsoon,NPK 12:32:16
Jalna,Sandy,Bajra,88.3,43.7,32.9,4.2,12.5,5.8,13.4,31.7,Post-Monsoon,Vermicompost
Kolhapur,Red,Maize,132.2,69.0,55.2,3.5,17.2,6.0,6.5,32.2,Post-Monsoon,MOP
Aurangabad,Black,Sorghum,84.7,51.9,47.0,2.5,20.4,7.5,11.4,33.4,Summer,Urea
Ahmednagar,Clay,Sugarcane,233.2,120.7,169.5,7.9,38.3,7.9,3.5,35.5,Post-Monsoon,Urea
Parbhani,Black,Cotton,87.2,41.5,39.3,3.5,24.9,8.2,9.5,35.9,Summer,Urea
Nanded,Black,Cotton,107.6,49.7,64.0,4.2,16.3,7.6,20.0,35.3,Post-Monsoon,NPK 19:19:19
Gadchiroli,Black,Soybean,29.8,63.0,48.4,3.5,21.4,7.4,8.9,35.2,Winter,DAP
Nanded,Red,Soybean,39.3,86.0,42.2,3.7,19.6,5.9,9.6,38.0,Semi-Arid,DAP
Sindhudurg,Sandy,Coconut,702.4,411.9,1666.4,13.0,32.8,7.6,2.7,26.9,Humid,Organic Compost
Ahmednagar,Red,Maize,141.2,88.5,44.2,5.6,20.7,5.8,9.9,30.9,Post-Monsoon,Complex Fertilizer
Amravati,Clay,Soybean,43.3,76.7,49.1,2.9,16.0,7.2,10.3,26.2,Post-Monsoon,DAP
Nashik,Alluvial,Wheat,98.7,49.5,63.3,4.5,24.0,7.4,4.2,28.1,Moderate Rainfall,Urea
Chandrapur,Red,Rice,142.0,67.9,69.9,4.9,11.7,6.8,10.7,27.3,Monsoon,Urea
Dhule,Alluvial,Cotton,115.3,53.0,57.7,3.3,18.9,6.7,7.1,32.0,Winter,DAP
Beed,Red,Cotton,141.2,70.2,71.6,4.6,17.8,5.6,16.6,36.4,Post-Monsoon,NPK 19:19:19
Nagpur,Black,Cotton,130.3,50.1,46.0,3.5,21.9,7.5,9.2,30.2,Winter,NPK 19:19:19
Parbhani,Black,Soybean,38.8,65.7,58.2,6.4,27.6,8.1,11.2,34.7,Post-Monsoon,DAP
Beed,Red,Cotton,166.7,66.3,67.7,3.4,21.1,6.7,14.6,35.9,Semi-Arid,DAP
Beed,Red,Cotton,143.8,61.7,60.3,3.2,17.8,6.6,12.6,31.6,Summer,DAP
Chandrapur,Black,Cotton,119.2,54.2,69.0,3.0,20.5,8.3,3.7,27.9,Winter,Urea
Ratnagiri,Red,Mango,138.9,91.3,186.8,9.2,34.7,6.2,5.6,28.7,Post-Monsoon,Organic Compost
Washim,Clay,Soybean,41.4,60.8,49.3,4.0,27.0,7.3,9.4,33.0,Moderate Rainfall,DAP
Mumbai Suburban,Laterite,Rice,151.8,78.2,55.7,3.5,10.1,5.4,5.7,25.0,Post-Monsoon,DAP
Wardha,Clay,Cotton,126.2,43.2,35.7,3.7,24.7,7.6,8.0,31.7,Post-Monsoon,Complex Fertilizer
Solapur,Red,Cotton,143.0,60.4,49.2,3.7,22.5,6.4,6.1,30.4,Semi-Arid,NPK 19:19:19
Gadchiroli,Clay,Rice,114.9,58.2,62.1,3.6,15.7,7.5,5.2,34.6,Post-Monsoon,DAP
Nandurbar,Red,Cotton,122.4,58.7,54.4,4.4,20.6,6.7,8.8,34.0,Moderate Rainfall,DAP
Washim,Black,Cotton,123.9,48.4,61.5,5.4,16.2,8.1,4.1,28.9,Monsoon,DAP
Bhandara,Red,Rice,102.5,64.5,63.7,3.4,19.1,6.7,4.0,27.8,Moderate Rainfall,DAP
Sindhudurg,Red,Rice,136.5,56.8,55.9,5.9,16.5,6.5,6.4,32.2,Post-Monsoon,DAP
Dhule,Red,Cotton,110.6,51.7,42.4,3.2,21.0,5.3,10.9,27.6,Winter,NPK 19:19:19
Akola,Red,Soybean,45.8,74.7,45.0,4.5,25.7,6.0,3.8,28.3,Winter,Superphosphate
Sangli,Red,Maize,147.3,93.8,58.2,3.1,21.7,6.5,8.5,34.7,Moderate Rainfall,Ammonium Sulphate
Osmanabad,Red,Cotton,103.0,43.0,43.8,3.8,19.7,6.6,12.3,29.4,Dry,DAP
Ahmednagar,Red,Maize,147.1,79.0,46.7,3.3,18.3,6.8,12.1,28.8,Winter,NPK 12:32:16
Thane,Red,Rice,112.9,71.3,52.9,4.4,16.7,6.7,2.3,30.1,Post-Monsoon,DAP
Palghar,Laterite,Rice,149.3,63.6,66.5,4.5,18.4,5.1,3.3,30.6,Heavy Rainfall,Urea
Amravati,Clay,Soybean,32.7,74.4,35.5,3.8,22.2,8.1,11.5,26.0,Moderate Rainfall,NPK 12:32:16
Gondia,Clay,Soybean,42.4,62.5,49.3,3.7,28.2,6.8,3.5,26.5,Monsoon,NPK 12:32:16
Beed,Sandy,Bajra,81.0,40.6,30.3,2.8,13.1,7.4,13.5,34.3,Semi-Arid,NPK 12:32:16
Gondia,Clay,Soybean,36.3,74.8,52.2,3.9,24.2,6.9,3.5,26.6,Monsoon,NPK 12:32:16
Solapur,Red,Maize,148.2,88.3,52.2,3.5,22.0,6.8,12.3,32.7,Winter,Complex Fertilizer
Gadchiroli,Black,Wheat,105.7,55.5,55.6,3.3,19.4,8.1,3.4,28.1,Monsoon,Urea
Ratnagiri,Laterite,Rice,149.9,66.7,70.9,4.1,20.0,5.1,2.0,31.1,Post-Monsoon,DAP
Ahmednagar,Clay,Cotton,152.4,43.8,45.2,4.8,25.7,7.2,5.3,30.5,Pre-Monsoon,Complex Fertilizer
Mumbai City,Red,Rice,94.6,58.8,55.6,3.3,18.6,6.5,4.5,27.1,Heavy Rainfall,DAP
Nashik,Red,Grapes,113.1,67.6,142.8,7.5,23.7,6.2,3.8,31.2,Post-Monsoon,Organic Compost
Ratnagiri,Laterite,Rice,131.1,73.8,68.9,4.3,18.4,5.1,1.8,32.9,Post-Monsoon,DAP
Hingoli,Black,Sorghum,81.2,43.7,45.6,4.1,14.9,7.4,9.5,30.0,Summer,DAP
Nashik,Red,Cotton,112.4,67.4,59.2,2.8,17.0,5.7,5.0,26.1,Winter,DAP
Nagpur,Black,Cotton,93.3,56.9,61.9,4.8,22.8,7.3,10.2,33.6,Post-Monsoon,Urea
Kolhapur,Red,Sorghum,92.4,50.9,43.3,3.4,17.9,5.9,10.5,29.7,Winter,Organic Compost
Raigad,Red,Rice,98.1,59.8,57.9,4.9,18.7,7.2,2.8,31.1,Heavy Rainfall,Urea
Ahmednagar,Red,Maize,132.9,85.6,49.0,6.3,24.7,5.9,9.2,32.5,Post-Monsoon,Complex Fertilizer
Jalgaon,Red,Banana,250.5,142.0,316.5,8.0,37.5,6.6,5.9,35.3,Monsoon,DAP
Mumbai Suburban,Red,Rice,129.0,59.6,65.3,3.2,10.0,6.2,4.4,29.6,Post-Monsoon,Urea
Palghar,Sandy,Coconut,735.9,384.2,1581.0,11.7,37.9,6.1,4.0,26.9,Humid,Organic Compost
Gondia,Clay,Soybean,34.3,62.5,48.9,4.0,24.3,6.5,2.9,25.0,Monsoon,NPK 12:32:16
Ratnagiri,Sandy,Coconut,615.6,338.7,1769.9,11.8,29.6,6.6,6.8,27.3,Monsoon,Ammonium Sulphate
Dhule,Alluvial,Cotton,130.8,42.1,39.2,3.2,19.3,7.2,4.1,28.5,Post-Monsoon,NPK 19:19:19
Nandurbar,Black,Cotton,97.0,59.9,53.6,2.9,17.3,7.0,10.2,34.0,Post-Monsoon,Urea
Beed,Red,Cotton,144.3,60.6,67.9,4.3,19.5,5.8,20.4,36.9,Post-Monsoon,NPK 19:19:19
Sindhudurg,Red,Rice,103.0,70.5,63.2,5.4,16.1,6.4,5.1,32.0,Post-Monsoon,DAP
Beed,Sandy,Bajra,74.4,32.5,40.3,3.2,11.3,7.6,13.3,33.8,Semi-Arid,NPK 12:32:16
Latur,Black,Sorghum,80.9,51.8,53.3,3.9,11.1,7.5,7.2,36.2,Dry,Ammonium Sulphate
Raigad,Sandy,Coconut,705.5,474.1,1400.2,11.0,26.9,6.5,2.4,29.3,Monsoon,NPK 12:32:16
Beed,Red,Cotton,114.8,67.7,62.3,4.5,20.8,5.5,20.6,38.0,Post-Monsoon,NPK 19:19:19
Akola,Red,Soybean,37.5,87.3,43.6,4.8,25.3,6.2,4.6,28.6,Winter,Superphosphate
Jalna,Black,Sorghum,76.3,41.1,46.6,4.4,9.8,7.4,13.5,29.4,Semi-Arid,Organic Compost
Bhandara,Red,Rice,128.9,63.5,55.7,3.2,17.1,6.2,6.8,29.3,Winter,Urea
Jalgaon,Alluvial,Cotton,118.8,47.9,52.0,4.5,22.7,7.1,6.7,32.8,Moderate Rainfall,DAP
Ahmednagar,Red,Maize,118.0,75.7,53.4,6.3,21.7,5.3,9.2,32.4,Post-Monsoon,Complex Fertilizer
Amravati,Black,Cotton,103.4,43.3,48.9,4.5,17.2,7.4,3.9,31.3,Monsoon,Urea
Palghar,Sandy,Vegetables,148.6,68.2,129.7,3.5,31.1,6.2,4.3,25.0,Post-Monsoon,NPK 12:32:16
Nashik,Black,Onion,111.9,72.5,91.3,3.2,31.2,7.4,11.5,33.8,Monsoon,MOP
Ahmednagar,Red,Cotton,100.5,74.0,62.2,2.9,25.5,6.6,9.6,30.3,Moderate Rainfall,Complex Fertilizer
Kolhapur,Black,Sugarcane,279.5,97.6,206.7,5.8,33.7,8.2,3.9,30.8,Post-Monsoon,DAP
Amravati,Black,Soybean,37.5,71.8,52.2,3.6,20.6,7.5,10.3,31.8,Winter,Superphosphate
Mumbai City,Sandy,Vegetables,156.9,83.6,100.6,3.2,18.2,7.1,3.0,25.9,Humid,Organic Compost
Thane,Red,Rice,125.0,71.5,60.8,5.1,17.6,6.7,3.6,29.5,Humid,NPK 12:32:16
Hingoli,Sandy,Bajra,96.4,36.6,46.3,4.8,12.3,6.1,13.7,35.8,Post-Monsoon,Urea
Mumbai City,Laterite,Rice,148.7,72.6,65.1,4.4,17.3,5.9,4.2,30.0,Post-Monsoon,NPK 12:32:16
Sindhudurg,Laterite,Coconut,656.3,536.1,1399.1,10.2,31.3,5.5,2.6,29.9,Heavy Rainfall,NPK 12:32:16
Aurangabad,Black,Sorghum,98.9,37.7,51.4,5.6,20.4,7.8,14.6,38.0,Post-Monsoon,Superphosphate
Nashik,Black,Grapes,116.7,62.7,140.7,7.0,23.0,8.1,2.9,32.6,Post-Monsoon,NPK 19:19:19
Satara,Red,Maize,162.8,76.1,49.4,7.2,17.9,5.7,6.2,30.2,Post-Monsoon,NPK 12:32:16
Chandrapur,Red,Rice,128.7,74.8,62.5,2.7,13.9,6.9,6.5,30.1,Post-Monsoon,NPK 12:32:16
Nashik,Black,Onion,142.5,80.9,95.4,3.5,25.2,7.5,6.1,28.4,Winter,DAP
Wardha,Clay,Cotton,110.7,51.0,53.1,4.4,15.4,7.1,6.5,26.3,Winter,DAP
Parbhani,Black,Sorghum,85.8,44.0,61.2,4.6,20.0,7.8,9.0,34.0,Semi-Arid,Ammonium Sulphate
Thane,Sandy,Coconut,707.3,359.5,1476.7,7.2,24.5,6.6,5.9,25.0,Humid,DAP
Gadchiroli,Clay,Rice,121.1,59.5,57.6,2.9,15.1,6.5,10.9,28.8,Monsoon,DAP
Wardha,Clay,Cotton,94.1,63.4,56.7,3.8,16.1,7.3,6.8,26.6,Winter,DAP
Chandrapur,Clay,Rice,118.3,42.6,61.6,5.2,19.0,7.1,3.1,30.1,Post-Monsoon,DAP
Osmanabad,Black,Sorghum,82.2,46.8,60.1,6.0,13.2,7.6,12.0,35.6,Post-Monsoon,Ammonium Sulphate
Osmanabad,Black,Sorghum,78.6,46.6,46.5,2.6,19.2,7.1,14.6,38.0,Dry,NPK 12:32:16
Parbhani,Red,Cotton,142.1,62.3,50.7,2.6,15.4,5.4,19.6,37.0,Dry,Complex Fertilizer
Sindhudurg,Sandy,Coconut,593.0,467.2,1580.9,16.3,41.0,7.0,6.4,32.4,Post-Monsoon,Superphosphate
Sangli,Black,Sugarcane,216.6,82.0,252.7,6.3,34.7,6.9,11.9,29.4,Post-Monsoon,NPK 19:19:19
Ratnagiri,Red,Mango,136.2,88.7,185.1,9.6,32.7,6.5,4.7,27.9,Post-Monsoon,Organic Compost
Sangli,Alluvial,Sugarcane,227.8,98.9,193.4,4.9,34.6,6.6,8.5,34.3,Moderate Rainfall,Urea
Dhule,Red,Cotton,121.6,57.3,52.1,3.1,20.3,6.1,13.3,33.2,Monsoon,Complex Fertilizer
Latur,Black,Sorghum,71.5,41.3,58.7,4.4,10.9,7.6,7.2,37.4,Dry,Ammonium Sulphate
Solapur,Red,Maize,162.3,86.1,56.0,3.4,24.1,7.0,12.4,32.0,Winter,Complex Fertilizer
Amravati,Black,Soybean,32.0,75.5,46.5,3.1,22.6,7.6,7.8,29.7,Winter,Superphosphate
Nanded,Black,Cotton,94.8,37.3,43.6,3.2,20.1,8.5,16.5,28.7,Summer,DAP
Aurangabad,Red,Soybean,33.0,93.2,36.8,3.2,27.0,5.7,19.4,30.6,Summer,DAP
Thane,Red,Rice,105.9,73.3,69.4,5.4,17.8,6.3,3.4,29.7,Humid,NPK 12:32:16
Dhule,Red,Cotton,101.3,50.0,49.2,2.9,18.5,5.4,9.9,30.2,Winter,NPK 19:19:19
Mumbai City,Sandy,Vegetables,166.8,62.5,117.1,4.6,21.5,6.1,3.5,28.9,Monsoon,Vermicompost
Nandurbar,Alluvial,Maize,134.4,72.6,51.0,4.0,23.9,6.8,10.2,31.2,Moderate Rainfall,DAP
Hingoli,Black,Sorghum,71.9,44.3,40.8,3.9,15.6,7.6,10.7,29.4,Summer,DAP
Aurangabad,Black,Sorghum,85.9,44.0,46.2,2.6,19.4,7.7,10.4,31.9,Summer,Urea
Osmanabad,Sandy,Bajra,64.2,32.7,41.1,5.6,10.2,6.7,12.5,27.7,Dry,Complex Fertilizer
Chandrapur,Red,Rice,134.8,85.8,58.2,4.6,10.3,6.4,9.7,28.3,Monsoon,Urea
Dhule,Red,Cotton,142.6,76.0,65.5,5.7,21.1,6.4,6.4,30.1,Moderate Rainfall,Urea
Mumbai City,Red,Rice,134.5,63.1,57.2,3.0,16.2,5.7,4.7,27.8,Post-Monsoon,NPK 12:32:16
Nagpur,Black,Cotton,79.6,35.8,72.5,5.4,22.8,7.1,3.6,25.1,Moderate Rainfall,NPK 19:19:19
Sindhudurg,Sandy,Coconut,685.3,434.0,1459.3,9.7,23.0,6.6,6.2,27.2,Monsoon,NPK 12:32:16
Aurangabad,Sandy,Cotton,155.2,50.1,68.3,4.6,24.9,6.2,12.4,36.1,Semi-Arid,Complex Fertilizer
Sangli,Red,Maize,161.0,80.6,51.9,2.8,21.9,6.6,8.7,34.9,Moderate Rainfall,Ammonium Sulphate
Nandurbar,Alluvial,Cotton,122.5,41.3,54.4,2.7,15.3,6.7,12.3,28.8,Winter,Urea
Gondia,Clay,Rice,122.2,48.1,55.7,3.2,15.4,7.4,10.7,27.5,Moderate Rainfall,DAP
Washim,Red,Banana,208.1,118.2,284.9,9.3,28.2,5.6,8.9,29.8,Post-Monsoon,Complex Fertilizer
Sangli,Alluvial,Sugarcane,283.9,93.7,158.3,7.7,37.6,6.7,6.4,28.9,Pre-Monsoon,Urea
Nanded,Black,Sorghum,82.2,43.6,55.2,5.0,12.0,7.1,16.5,36.3,Dry,Vermicompost
Thane,Sandy,Coconut,586.2,464.6,1710.5,13.2,45.6,6.5,7.1,26.6,Monsoon,MOP
Solapur,Red,Cotton,129.1,74.6,51.7,3.6,23.6,6.4,5.6,27.7,Semi-Arid,NPK 19:19:19
Ahmednagar,Clay,Wheat,108.6,49.7,60.7,4.6,16.8,8.1,11.6,33.3,Winter,Urea
Jalna,Sandy,Bajra,81.6,37.5,36.9,4.0,12.1,5.9,14.8,31.8,Post-Monsoon,Vermicompost
Kolhapur,Red,Sugarcane,242.1,147.9,198.4,6.0,24.8,6.0,7.9,33.7,Moderate Rainfall,DAP
Nagpur,Black,Cotton,136.8,52.0,47.5,4.4,28.3,7.3,10.0,27.1,Monsoon,NPK 19:19:19
Sindhudurg,Laterite,Rice,161.6,87.8,78.3,4.6,21.5,5.9,7.0,25.0,Humid,DAP
Palghar,Red,Rice,132.7,69.9,63.1,4.6,9.4,6.1,6.8,33.8,Humid,DAP
Washim,Red,Cotton,136.9,78.5,65.8,4.5,14.6,7.3,10.8,31.6,Winter,Complex Fertilizer
Thane,Red,Rice,125.2,64.5,57.0,4.1,16.4,6.4,4.6,27.6,Monsoon,NPK 12:32:16
Thane,Red,Rice,109.5,68.4,58.8,4.5,17.9,6.6,3.0,30.1,Post-Monsoon,DAP
Kolhapur,Red,Maize,126.7,68.6,47.6,3.2,18.4,5.8,6.2,32.2,Post-Monsoon,MOP
Nanded,Red,Soybean,44.6,86.9,60.4,3.0,23.3,5.3,16.1,30.5,Dry,Superphosphate
Latur,Black,Sorghum,85.1,44.7,60.5,3.8,11.2,7.0,8.9,37.0,Dry,Ammonium Sulphate
Latur,Sandy,Bajra,87.5,31.8,47.0,4.3,12.2,5.8,18.4,36.0,Semi-Arid,DAP
Nandurbar,Alluvial,Cotton,131.6,54.6,50.4,3.1,13.7,7.4,8.0,31.5,Post-Monsoon,NPK 19:19:19
Latur,Sandy,Sorghum,108.3,65.6,57.4,4.3,12.4,6.2,20.2,31.2,Summer,Urea
Gadchiroli,Red,Rice,117.3,70.0,53.9,3.2,16.4,7.3,4.0,28.9,Moderate Rainfall,NPK 12:32:16
Osmanabad,Black,Sorghum,81.7,39.8,50.6,3.3,13.4,7.7,13.9,33.8,Summer,Superphosphate
Ahmednagar,Clay,Wheat,83.6,53.7,65.0,4.3,17.5,7.8,9.7,33.7,Winter,Urea
Ahmednagar,Black,Sugarcane,250.7,95.3,181.0,7.5,33.0,8.0,7.4,36.0,Post-Monsoon,NPK 19:19:19
Latur,Red,Soybean,44.3,78.3,45.9,3.2,19.9,6.2,11.7,35.1,Semi-Arid,NPK 12:32:16
Latur,Sandy,Cotton,144.8,54.0,62.0,5.3,26.6,7.0,14.8,29.1,Post-Monsoon,Urea
Beed,Black,Cotton,136.2,59.2,43.2,2.7,21.8,7.7,8.6,34.4,Semi-Arid,NPK 19:19:19
Aurangabad,Black,Sorghum,93.6,48.7,42.3,3.9,10.6,7.6,11.4,30.5,Semi-Arid,Ammonium Sulphate
Buldhana,Red,Cotton,171.7,63.5,45.0,3.9,17.9,5.7,10.2,35.1,Monsoon,NPK 19:19:19
Mumbai City,Sandy,Vegetables,148.6,72.2,99.5,2.9,25.5,6.5,4.5,27.7,Heavy Rainfall,Ammonium Sulphate
Jalna,Red,Cotton,143.4,48.7,67.4,4.2,17.6,6.3,7.6,35.3,Dry,DAP
Latur,Sandy,Bajra,89.9,32.5,40.9,4.3,13.2,5.9,20.5,37.4,Semi-Arid,DAP
Aurangabad,Black,Sorghum,92.3,38.2,45.8,4.2,13.5,8.5,15.4,35.4,Dry,MOP
Ratnagiri,Sandy,Coconut,611.2,399.1,1869.9,11.4,26.9,6.7,2.6,28.8,Humid,Urea
Wardha,Clay,Cotton,110.9,56.9,46.9,3.3,23.2,7.0,4.4,27.7,Moderate Rainfall,NPK 19:19:19
Mumbai City,Sandy,Vegetables,134.3,82.7,103.6,3.3,27.5,6.7,5.3,25.2,Heavy Rainfall,Ammonium Sulphate
Gadchiroli,Red,Rice,115.6,58.4,59.4,3.1,15.9,7.0,3.9,29.2,Moderate Rainfall,NPK 12:32:16
Washim,Clay,Cotton,110.3,50.4,38.1,3.7,20.3,6.8,8.4,25.0,Winter,Complex Fertilizer
Yavatmal,Black,Cotton,117.6,36.0,50.5,4.9,17.7,8.5,11.3,32.5,Post-Monsoon,Complex Fertilizer
Pune,Alluvial,Sugarcane,216.4,78.9,156.2,10.1,30.5,7.1,4.6,27.1,Post-Monsoon,NPK 19:19:19
Nanded,Black,Cotton,103.7,43.7,53.4,3.6,21.7,8.2,16.0,33.7,Semi-Arid,NPK 19:19:19
Dhule,Alluvial,Cotton,127.1,45.0,45.5,3.4,16.9,6.8,7.8,30.3,Winter,DAP
Satara,Alluvial,Sugarcane,215.0,107.7,152.3,7.5,28.9,6.7,11.5,32.0,Winter,Complex Fertilizer
Chandrapur,Clay,Rice,113.8,53.1,49.1,5.8,18.4,6.9,2.6,31.8,Post-Monsoon,DAP
Nanded,Red,Cotton,130.2,69.7,58.3,5.6,23.5,6.5,12.6,31.7,Post-Monsoon,Complex Fertilizer
Jalgaon,Red,Cotton,134.3,63.2,50.2,4.9,25.3,5.4,7.0,31.9,Post-Monsoon,Complex Fertilizer
Yavatmal,Black,Cotton,124.0,54.1,64.2,2.7,28.9,7.5,6.1,34.6,Monsoon,Complex Fertilizer
Gondia,Clay,Rice,114.1,55.0,56.5,3.1,15.7,7.6,9.8,26.5,Moderate Rainfall,DAP
Thane,Red,Rice,133.7,68.6,63.3,4.8,20.0,6.3,3.0,32.2,Humid,NPK 12:32:16
Ahmednagar,Clay,Cotton,148.2,47.3,53.2,4.7,27.2,7.3,6.0,32.3,Pre-Monsoon,Complex Fertilizer
Raigad,Laterite,Rice,131.1,82.9,74.4,3.9,9.2,6.3,3.9,25.2,Monsoon,Urea
Nanded,Red,Soybean,44.2,87.9,58.3,2.7,23.8,5.4,14.0,34.1,Dry,Superphosphate
Palghar,Sandy,Coconut,750.5,388.3,1577.1,6.0,40.8,6.7,5.2,33.9,Monsoon,Urea
Aurangabad,Red,Soybean,32.4,83.9,61.8,4.3,16.2,5.9,16.9,36.2,Post-Monsoon,NPK 12:32:16
Ahmednagar,Clay,Sugarcane,237.6,76.1,177.6,5.6,34.8,6.7,3.5,31.8,Moderate Rainfall,Complex Fertilizer
Beed,Sandy,Bajra,88.3,39.9,47.8,5.1,13.8,6.5,13.9,38.0,Summer,Vermicompost
Sindhudurg,Sandy,Coconut,699.8,374.6,1574.9,10.5,25.4,6.1,8.0,25.0,Heavy Rainfall,Superphosphate
Ratnagiri,Red,Mango,179.5,137.6,133.7,11.1,28.4,6.7,2.9,29.0,Humid,Ammonium Sulphate
Palghar,Laterite,Rice,154.5,62.8,77.9,4.5,18.8,5.4,3.1,28.7,Heavy Rainfall,Urea
Sangli,Black,Sugarcane,250.4,116.0,170.8,8.0,42.5,7.1,6.8,28.3,Winter,Urea
Nagpur,Red,Cotton,97.0,57.7,68.5,4.6,22.9,5.3,6.1,25.6,Monsoon,DAP
Bhandara,Black,Soybean,32.3,63.9,48.1,3.2,22.1,7.7,7.0,32.7,Winter,Superphosphate
Beed,Sandy,Bajra,75.4,37.8,35.5,2.9,12.5,7.1,15.2,32.2,Semi-Arid,NPK 12:32:16
Gondia,Red,Rice,134.2,65.2,64.2,5.4,13.7,5.8,3.4,31.3,Post-Monsoon,Urea
Wardha,Clay,Cotton,128.0,45.9,46.3,3.4,26.8,7.9,8.4,31.9,Post-Monsoon,Complex Fertilizer
Akola,Clay,Soybean,39.0,80.3,39.6,3.2,22.8,6.5,5.0,29.5,Winter,DAP
Osmanabad,Black,Sorghum,84.0,38.1,47.6,5.9,12.0,8.0,10.9,33.0,Post-Monsoon,Ammonium Sulphate
Amravati,Clay,Soybean,33.2,62.9,37.6,3.5,22.4,6.5,10.4,26.4,Monsoon,NPK 12:32:16
Nanded,Red,Soybean,35.8,72.0,48.2,3.5,22.2,5.7,9.2,37.0,Semi-Arid,DAP
Wardha,Black,Cotton,116.9,55.8,62.5,2.5,24.6,7.6,8.1,30.0,Monsoon,NPK 19:19:19
Thane,Red,Rice,107.9,69.4,62.3,3.7,15.4,6.5,5.0,25.0,Monsoon,NPK 12:32:16
Palghar,Sandy,Vegetables,186.0,71.8,100.3,3.4,20.9,6.2,2.2,27.4,Heavy Rainfall,MOP
